`id` bigint(20) UNSIGNED NOT NULL,;  `description` text NOT NULL,;  `quantity` int(11) NOT NULL,;  `amount` decimal(11,2) NOT NULL,;  `VAT` decimal(8,2) NOT NULL, 0,2;  `invoice_id` bigint(20)  ID de la facture,;  `created_at` timestamp NULL DEFAULT NULL,;  `updated_at` timestamp NULL DEFAULT NULL,;  `deleted_at` timestamp NULL DEFAULT NULL
263;Expertise_ Immobilière de la valeur vénale, d’un bien immobilier de type « Commerce », sis Angle Rue Tadarouj & Rue Abou Zarik, Quartier l’Oasis, Arrondissement Hay Hassani, Casablanca - Maroc, objet du T.F N° 37.302/64.;1;2083.33;0.20;263;NULL;NULL;NULL
264;"Expertise_Immobilière de la valeur vénale d'un ""Bien"" immobilier, de type ""Appartement"", 548, Angle Avenue 2 mars &Boulevard Modibo Keita,
Résidence « Sounna »,
Appartement N°18, 4èmeétage,";1;1666.67;0.20;264;NULL;NULL;NULL
265;Expertise Immobilière;1;1250.00;0.20;265;NULL;NULL;NULL
266;"Expertise immobilière sis à Commune de Had Soualem, Province de Settat, Douar
Ouled Jamaa, Région du Grand Casablanca - Maroc. Objet du TF N°16.855/53";1;3000.00;0.20;266;NULL;NULL;NULL
267;Expertise d'une unité du TF N° 4157/47, sis Bouskoura, Prefecture de Casablanca .;1;5500.00;0.20;267;NULL;NULL;NULL
268;Expertise immobilière de la valeur vénele d'une villa sis, Résidence Al Boustane, à la Commune de Dar Bouazza, Province de Nouaceur, Casablanca - Maroc. Objet du TF N°1.996/63;1;1666.67;0.20;268;NULL;NULL;NULL
269;Expertise Immobilière de deux actifs immobiliers aynt les T,F N° 4709/46 et 4708/46 sis Casablanca.;1;5000.00;0.20;269;NULL;NULL;NULL
270;"Expertise des Bien de type appartement, sis LARACHE,  ayant les T.F  :
N°37.164/36,
N° 37.165/36,
N°37.166/36,
N°37.167/36,
N°37.168/36,
N°37.169/36,
N°37.170/36,
N°37.171/36,
N°37.172/36,
N°37.173/36";1;7500.00;0.20;270;NULL;NULL;NULL
271;Expertise Immobilière;1;2500.00;0.20;271;NULL;NULL;NULL
272;Expertise Immobilière;1;3000.00;0.20;272;NULL;NULL;NULL
273;Expertise Immobilière;1;2500.00;0.20;273;NULL;NULL;NULL
274;Expertise Immobilière;1;1250.00;0.20;274;NULL;NULL;NULL
275;Expertise Immobilière;1;2750.00;0.20;275;NULL;NULL;NULL
276;Expertise Immobilière;1;1250.00;0.20;276;NULL;NULL;NULL
277;Expertise Immobilière;1;1800.00;0.20;277;NULL;NULL;NULL
278;Expertise Immobilière;1;1800.00;0.20;278;NULL;NULL;NULL
279;Expertise Immobilière;1;1250.00;0.20;279;NULL;NULL;NULL
280;Expertise Immobilière;1;1500.00;0.20;280;NULL;NULL;NULL
281;Expertise Immobilière;1;1200.00;0.20;281;NULL;NULL;NULL
282;Expertise Immobilière;1;1250.00;0.20;282;NULL;NULL;NULL
283;Expertise Immobilière;1;1200.00;0.20;283;NULL;NULL;NULL
284;Expertise Immobilière;1;1500.00;0.20;284;NULL;NULL;NULL
285;Expertise Immobilière;1;1500.00;0.20;285;NULL;NULL;NULL
286;Expertise Immobilière;1;1500.00;0.20;286;NULL;NULL;NULL
287;Expertise Immobilière;1;1800.00;0.20;287;NULL;NULL;NULL
288;Expertise Immobilière;1;1800.00;0.20;288;NULL;NULL;NULL
289;Expertise Immobilière;1;1800.00;0.20;289;NULL;NULL;NULL
290;Expertise Immobilière;1;1500.00;0.20;290;NULL;NULL;NULL
291;Expertise Immobilière;1;2700.00;0.20;291;NULL;NULL;NULL
292;Expertise Immobilière;1;1916.67;0.20;292;NULL;NULL;NULL
293;"Evaluation d’un projet immobilier, de
type « 3SS R+9 », sis 14, Rue al Farabi, Tanger - Maroc, objet de TF N°549/G.";1;4750.00;0.20;293;NULL;NULL;NULL
294;"Evaluation d’un projet immobilier, de
type « 3SS R+9 », sis 14, Rue al Farabi, Tanger - Maroc, objet de TF N°549/G.";1;2375.00;0.20;294;NULL;NULL;NULL
295;"Evaluation d’un projet immobilier, de
type « 3SS R+9 », sis 14, Rue al Farabi, Tanger - Maroc, objet de TF N°549/G.";1;2375.00;0.20;295;NULL;NULL;NULL
296;Expertise Immobilière d’un bien immobilier de type « Commerce », sis Boulevard de Bordeaux, Rue Argana, Résidence « ARGANA », N°12, Arrondissement Anfa, Casablanca - Maroc, objet du T.F N°6.937/46.;1;2500.00;0.20;296;NULL;NULL;NULL
297;Expertise de la valeur vénale, d’un actif immobilier, de type « Terrain », sis Boulevard Mohamed Al Khallouqi, Avenue Catalunia, Laâyoune - Maroc, Objet de TF N°8.678/17.;1;7500.00;0.20;297;NULL;NULL;NULL
298;Expertise immobilièrede la valeur vénale, d’un «Bien» immobilier, de type « Appartement », sis 16 Bis, Rue Oued Tensift, Appartement N°07, 4ème étage, Arrondissement Anfa, Casablanca – Maroc. Objet du T.F N° 47.396/C.;1;2500.00;0.20;298;NULL;NULL;NULL
299;"-/Expertsie de la valeur venale de l'actif immobilier objet du T.F N° 6228/C
-/Analyse et Validation du Programme d’Investissement du Projet et son Cciffres d'affaires objet du T.F N°6228/C
";1;9500.00;0.20;299;NULL;NULL;NULL
300;Evaluation d’un projet immobilier, de type immeuble en « SS R+5 », sis Rue N°118, Val Fleury, Kenitra - Maroc, objet de TF N°3.398/H & N°5.991/R.;1;8000.00;0.20;300;NULL;NULL;NULL
301;"Expertise Immobilière de la valeur vénale
d’un « Bien » immobilier, de type « Unité industrielle », sis Route Rabat-Kenitra, Arrondissement de Bab
Lamrissa, Salé - Maroc. Objet du TF N°1.626/20.";1;4000.00;0.20;301;NULL;NULL;NULL
302;Expertise immobilière;1;5000.00;0.20;302;NULL;NULL;NULL
303;Expertise de la valeur vénale d’un « Bien » immobilier, de type « Unité industrielle », sis Boulevard Sfax, Zone Industrielle Sidi Bernoussi, Casablanca - Maroc. Objet du TF N°251/49.;1;3000.00;0.20;303;NULL;NULL;NULL
304;Expertise Immobilière de la valeur vénale d’un « Bien » immobilier, de type « Unité industrielle », sis Route de Zenata, Zone Industrielle Sidi Bernoussi, Casablanca - Maroc. Objet du TF N°35.105/49.;1;3000.00;0.20;304;NULL;NULL;NULL
305;Expertise immobilière de la valeur vénale, d’un « Bien » immobilier, de type « Lot de terrain pour villa », sis Lotissement « NAKHLA », Lot N°97, Commune de Dar Bouazza, Province de Nouaceur, Casablanca - Maroc. Objet du T.F N° 183.976/63.;1;3000.00;0.20;305;NULL;NULL;NULL
306;Expertise Immobilière de la valeur vénale, d’un « Bien » immobilier, de type « Appartement », sis Résidence du Golf, Immeuble B1, Appartement N°04, RDC, Province de Benslimane, Bouznika - Maroc. Objet du T.F N°24.099/25 & 24.175/25.;1;2500.00;0.20;306;NULL;NULL;NULL
307;Expertise Immobilière;1;2200.00;0.20;307;NULL;NULL;NULL
308;Expertise Immobilière;1;1666.67;0.20;308;NULL;NULL;NULL
309;Expertise immobilière d’un « Bien » immobilier, de type « Commerce », sis Angle Rue Abou Al Hanaâ & Rue Tanane Khadiri, Ferme Bretonne, Quartier Oasis, Arrondissement Hay Hassani, Casablanca - Maroc, objet du T.F N°50.213/64.;1;2083.33;0.20;309;NULL;NULL;NULL
310;Expertise Immobilière;1;1666.67;0.20;310;NULL;NULL;NULL
311;"Evaluation immobilière des Bureau ayant les TF N° 25.539/71, 25.538/71, 25.537/71 sis Casablanca

Evaluation immobilière des Commerces ayant les TF N° 25.536/71; 25.535/71 sis Casablanca";1;6600.00;0.20;311;NULL;NULL;NULL
312;Evaluation immobilière de deux terrains ayant les T.F N° 57.563/23 & 53.717/23 sis Zaouiate Sidi RADI Province De Oualidia.;1;7650.00;0.20;312;NULL;NULL;NULL
313;Expertise immobilière du terrain sis Préfecture de Ben Msik Sidi Othman, Commune Lahraouiyine, Casablanca- Maroc, objet de TF N°169.910/12.;1;4166.67;0.20;313;NULL;NULL;NULL
314;"Expertise Immobilière d'un ""Bien immobilier"" de type appartement, sis Bd Stendhal & Georges Sand, Résidence Benber, Immeuble C,3ème étage appt n° 109. Maarif, Casablanca, Maroc, objet du TF N° 77.394/01";1;2200.00;0.20;314;NULL;NULL;NULL
315;Expertise Immobilière pour la valeur vénale d’un « Bien » immobilier, de type « Appartement », sis 37, Rue Abderrahmane Sahraoui, Appartement N°17, 2ème étage, Arrondissement Anfa, Casablanca - Maroc, objet du T.F N° 55.864/01.;1;2083.33;0.20;315;NULL;NULL;NULL
316;Expertise Immobilière de la valeur vénale, d’un « Bien » immobilier, de type « Villa » en cours de finition sur 01 étage, sis Lotissement Dar El Aarass, Lot N°37, Commune de Harhoura, Préfecture de Skhirat-Témara, Témara - Maroc, objet du TF N° 63.991/78.;1;2083.33;0.20;316;NULL;NULL;NULL
317;Evaluation immobilière de la valeur vénale du terrain objet de l’opération immobilière de type « Immeuble (SS R+4) » et la validation du montage de l’opération immobilière et son Chiffre d’affaires, sis Lot N°2159, Lotissement « Haddada », Route de Mehdia Kénitra - Maroc, objet du TF N° 109.620/13.;1;6000.00;0.20;317;NULL;NULL;NULL
318;Expertise Immobilière  de la valeur vénale d’un « Bien » immobilier, de type « Immeuble (R+4) », sis Lot N°1314, Lotissement « Le Vallon », Kénitra - Maroc. Objet du TF N° 165.472/13.;1;6000.00;0.20;318;NULL;NULL;NULL
319;Expertise Immobilière de la valeur vénale de « 02 Biens » immobiliers, de type « Commerce », sis P3002, Lotissement « ASSAFA », Mohammedia - Maroc, objet du T.F N°133.037/26 & N°133.038/26.;1;4166.67;0.20;319;NULL;NULL;NULL
320;Expertise Immobilière de la valeur vénale d’un « Bien » immobilier, de type « Terrain », sis Route de Khouribga, Lotissement « BERKOR II » Lot N°16 & N°17, Berrechid - Maroc. Objet du TF N°152.587/53 & N°152.588/53.;1;8000.00;0.20;320;NULL;NULL;NULL
321;Expertise Immobilière de la valeur vénale d’un « Bien » immobilier, de type « Terrain », sis Tiznit - Maroc. Objet du TF N°29.332/31.;1;9225.00;0.20;321;NULL;NULL;NULL
322;Expertsie Immobilière de la valeur vénale de « 04 Biens » immobiliers, de type « Appartement » sis Rue N°24, Lotissement « AL FADL »,;1;10000.00;0.20;322;NULL;NULL;NULL
323;Expertise Immobilière d'état d'avancement  d’un « Bien » immobilier, de type « Villa » sur trois niveau, objet du TF N° 201.081/07 sis Lotissement la Rose, Lot N°10, Fès - Maroc.;1;6000.00;0.20;323;NULL;NULL;NULL
324;Evaluation immobilière de la valeur vénale d’un « Bien » immobilier, de type « Terrain », sis Lotissement « BERKOR », Lot N°96, Berrechid - Maroc. Objet du TF N°94.864/53.;1;8000.00;0.20;324;NULL;NULL;NULL
325;Expertise Immolière d'état d’avancement de la tranche 2 du projet objet du T.FN° 4.158/53, sis « Marina Sidi Rahal », Commune urbaine Sidi Rahal, Province de Berrechid, Casablanca - Maroc.;1;12000.00;0.20;325;NULL;NULL;NULL
326;Expertsie Immobilière de la valeur vénale de « 04 Biens » immobiliers, de type « Commerce » sis Rue N°24, Lotissement « AL FADL »;1;14000.00;0.20;326;NULL;NULL;NULL
327;Expertise Immobilière de la valeur vénale de « 02 Biens » immobiliers, de type « Commerce », sis Boulevard Moulay Idriss I, Arrondissement Maârif, Casablanca - Maroc, objet du T.F N°2.416/71 & N° 2.417/71.;1;7000.00;0.20;327;NULL;NULL;NULL
328;Expertise d'un etat d'avanceent du projet objet du TF N°4.158/53 sis sidi Rehal;12;1000.00;0.20;328;NULL;NULL;NULL
329;Expertise immobilière d'un terrain ayant le TF N° 14383/C de Superficie 2.052m² sis Sidi Moumen.;1;3500.00;0.20;329;NULL;NULL;NULL
330;Evaluation Immobilière d’un projet de type Lotissement Industrielle , à Ain El Aouda - Maroc, objet de TF N°24.081/R.;1;9500.00;0.20;330;NULL;NULL;NULL
331;Experise Immobilière de la valeur vénale d’un actif immobilier, de type « Immeuble », sis Angle Rue du Prince Moulay Abdellah & Avenue Mers Sultan, Quartier de la Liberté, Préfecture d’Anfa, Casablanca- Maroc, objet de TF N°1.153/C.;1;5000.00;0.20;331;NULL;NULL;NULL
332;Expertise Immobilière de l’estimation de la valeur vénale d’un « Bien » immobilier, de type « Immeuble », sis Lotissement « SOUKAINA », Lot N°36, Zone Industrielle Sidi Maarouf, Casablanca Maroc, objet du T.F N°16.031/63.;1;5500.00;0.20;332;NULL;NULL;NULL
333;Expertise Immobilière;1;5500.00;0.20;333;NULL;NULL;NULL
334;Expertise Immobilière d’un « Bien » immobilier, de type « Appartement », sis Résidence « les Collines », Tranche « l’ACACIA », Immeuble 06, 2ème étage, Appartement N°06, Arrondissement Ain Chock, Casablanca - Maroc, objet du T.F N° 90.453/47;1;2500.00;0.20;334;NULL;NULL;NULL
335;Expertise Immobilière de la valeur vénale d’un « Bien » immobilier, de type « Groupe Scolaire Privé en SS R+3 », sis Avenue Al Mouquaouama, Lotissement « La Belle Vue », Lot N°12, Marrakech - Maroc, objet du T.F N° 118.282/04. (1ère Avance);1;4000.00;0.20;335;NULL;NULL;NULL
336;Expertise Immobilière de la valeur vénale d’un « Bien » immobilier, de type « Groupe Scolaire Privé en SS R+3 », sis Avenue Al Mouquaouama, Lotissement « La Belle Vue », Lot N°12, Marrakech - Maroc, objet du T.F N° 118.282/04. (2ème avance);1;4000.00;0.20;336;NULL;NULL;NULL
337;Expertise Immobilière de la valeur vénale d’un « Bien » immobilier, de type « Groupe Scolaire Privé en SS R+3 », sis Avenue Al Mouquaouama, Lotissement « La Belle Vue », Lot N°12, Marrakech - Maroc, objet du T.F N° 118.282/04. (3ème avance);1;2333.33;0.20;337;NULL;NULL;NULL
338;"Evaluation immobilière du projet ayant le T.F N° 96.940/04 sis Marrakech :
-/ Expertise du Foncier
-/Evaluation du Chiffre d'affaires du projet
-/Validation du programme d'investissement.
";1;8550.00;0.20;338;NULL;NULL;NULL
339;"Evaluation du Chiffre d'affaires PROJET TAGANA sis Marrakech
";1;3150.00;0.20;339;NULL;NULL;NULL
340;Expertise Immobilière d’un « Bien » immobilier, de type « Villa », sis Bd Fes, californie,  Arrondissement Ain Chock, Casablanca - Maroc, objet du T.F N° 64.331/47;1;2916.67;0.20;340;NULL;NULL;NULL
341;Expertise Immobilière d’un « Bien » immobilier, de type « Appartement », sis 108, Lotissement « ENNAHDA » GH FB3, Appartement N°05, 1er étage, Arrondissement de Sidi Moumen, Préfecture de Sidi Bernoussi, Casablanca – Maroc. Objet du T.F N° 58.421/49.;1;3000.00;0.20;341;NULL;NULL;NULL
342;Expertise Immobilière d’un « Bien » immobilier, de type « Terrain », sis Préfecture de Ben Msik Médiouna, Commune Mejjattia Ouled Taleb, Casablanca- Maroc. Objet du TF N°161.206/12.;1;6000.00;0.20;342;NULL;NULL;NULL
343;Expertise d’un projet immobilier de type de villa en villégiature, sis Douar Drabna, Commune de Bouskoura, Casablanca - Maroc. Objet du TF N°262/33.;1;9500.00;0.20;343;NULL;NULL;NULL
344;Expertise d’un « Bien » immobilier, de type « Villa », sis Résidence « California-Bay », Lot N°32, El Jadida – Maroc. Casablanca – Maroc. Objet du : TF N°116.599/08.;1;3000.00;0.20;344;NULL;NULL;NULL
345;Expertise d’un « Bien » immobilier, de type « Plateau bureau », sis Mohammed 5 Offices Center, Immeuble « B », Bureau N° 506, 5ème étage, Préfecture d'Aïn Sebaâ-Hay Mohammadi, Casablanca - Maroc, objet du T.F N°77.817/45;1;2500.00;0.20;345;NULL;NULL;NULL
346;Expertise d’un « Bien » immobilier, de type « Villa », sis Bouskoura Golf City, TR 53, Villa N°125, Bouskoura, Province de Nouaceur, Casablanca – Maroc. Objet du T.F N° 46.560/63.;1;3000.00;0.20;346;NULL;NULL;NULL
347;Evaluation d’un projet immobilier de type « Immeuble en SS R+5 », sis Route d’El Jadida, Arrondissement Maârif, Casablanca - Maroc. Objet du TF N°31.337/C.;1;9500.00;0.20;347;NULL;NULL;NULL
348;Evaluation d’un projet immobilier de type « Lotissement », sis Angle Avenue des Palmiers & Route du Barrage, Municipalité Mechouar Es-Said, Marrakech - Maroc. Objet des TF N°152.830/04, 152.831/04, 152.832 & 152.833/04;1;9000.00;0.20;348;NULL;NULL;NULL
349;Expertise d’un « Bien » immobilier, de type « Immeuble », sis Lotissement « Wifak », Lot N°10, Quartier Oulfa, Arrondissement Hay Hassani, Casablanca- Maroc., objet du T.F N° 66.158/64.;1;3000.00;0.20;349;NULL;NULL;NULL
350;Expertise d’un «Bien» immobilier, de type « Lot de terrain pour Immeuble », sis Lotissement « Manzah Fedala », Lot N°328, Commune Rurale de Ben Yakhlef, Mohammedia - Maroc. Objet du T.F N° 138.027/26.;1;3000.00;0.20;350;NULL;NULL;NULL
351;Expertise d’un « Bien » immobilier, de type « Commerce », sis 26, Rue Ibnou Khalikane, Arrondissement Maârif, Quartier Palmier, Casablanca - Maroc, objet du T.F N°27.584/71.;1;3500.00;0.20;351;NULL;NULL;NULL
352;Expertise d’un « Bien » immobilier, de type « Centre de Bien être », sis Commune de Bouskoura, Province de Nouaceur, Casablanca - Maroc, objet du TF N° 167.428/63.;1;6000.00;0.20;352;NULL;NULL;NULL
353;Expertise d’un « Bien » immobilier, de type « Terrain », sis Douar Ait Bihi, Commune Rurale Lagfifat, Taroudant - Maroc. Objet du TF N°9.079/S.;1;7425.00;0.20;353;NULL;NULL;NULL
354;Evaluation d’un projet immobilier de type « Groupement d’habitation en SS R+4 », sis Avenue 6 Novembre, Arrondissement Tabriquet, Salé - Maroc. Objet du TF N°23.058/R.;1;10816.67;0.20;354;NULL;NULL;NULL
355;Evaluation, d’un projet immobilier, de type « Lotissement », pour le compte de Banque AL YOUSR, sis Rue Malabata, Province de Sidi Ifni, Mirleft - Maroc, objet de TF N°26.379/31.;1;11500.00;0.20;355;NULL;NULL;NULL
356;Evaluation, d’un projet immobilier, de type « de terrain », pour le compte de Banque AL YOUSR, sis commune de Tassoultante- Marrakech, Maroc, objet de TF N°121.786/04.;1;9000.00;0.20;356;NULL;NULL;NULL
357;Expertise d’un « Bien » immobilier, de type « Terrain », sis Commune Lahsasna, Douar Ouled M’hamed, Berrechid - Maroc. Objet du TF N°137.611/53;1;3000.00;0.20;357;NULL;NULL;NULL
358;Evaluation du chiffre d’affaires d’un projet immobilier de type « lots de terrain pour immeuble » ainsi que l’état d’avancement, objet du T.F N° 10.500/19, sis Lotissement « KENZA », Province de Tétouan, ville de Martil - Maroc. ;1;3000.00;0.20;358;NULL;NULL;NULL
359;Evaluation d’un projet immobilier pour le compte de Bank Al Yousr, de type « Complexe résidentiel », sis Avenue Miramar, Province de Tetouan, Martil - Maroc. Objet du TF N°13.359/19;1;8627.50;0.20;359;NULL;NULL;NULL
360;Expertise d’un « Bien » immobilier, de type « Plateau Bureau », sis Lotissement « Assakane Al Mounawar », Bureau N°01, 1er étage, Arrondissement Ain Chock, Casablanca – Maroc, objet du T.F N°91.944/47.;1;2500.00;0.20;360;NULL;NULL;NULL
